symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInInventory,ChangeInOtherCurrentAssets,ChangeInPayable,ChangeInReceivables,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,CommonStockPayments,DeferredTax,Depreciation,DepreciationAndAmortization,EndCashPosition,FinancingCashFlow,FreeCashFlow,InterestPaidCFO,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,LongTermDebtPayments,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetIntangiblesPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetOtherInvestingChanges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherCashAdjustmentOutsideChangeinCash,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfIntangibles,PurchaseOfPPE,RepaymentOfDebt,RepurchaseOfCapitalStock,SaleOfBusiness,SaleOfIntangibles,SaleOfPPE,TaxesRefundPaid
ORS.MI,2020-03-31,TTM,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131000.0,,
ORS.MI,2022-09-30,TTM,EUR,52135000.0,-41764000.0,-5206000.0,13145000.0,-4057000.0,2533000.0,8792000.0,-12406000.0,-5138000.0,13146000.0,,4321000.0,-3646000.0,886000.0,27129000.0,27129000.0,65281000.0,9576000.0,11247000.0,-3557000.0,-49441000.0,4321000.0,71006000.0,71006000.0,-49748000.0,-11768000.0,675000.0,32440000.0,32778000.0,-3194000.0,21258000.0,21258000.0,-7151000.0,1219000.0,-35698000.0,53011000.0,-1000.0,3378000.0,1577000.0,-11870000.0,-3123000.0,-38641000.0,-49748000.0,-3646000.0,102000.0,-71000.0,2943000.0,-4044000.0
ORS.MI,2022-12-31,3M,EUR,65280000.0,-4906000.0,-389000.0,3549000.0,573000.0,-838000.0,-15177000.0,22159000.0,6717000.0,3547000.0,-389000.0,-2850000.0,0.0,1203000.0,7182000.0,7182000.0,68830000.0,-8335000.0,11079000.0,-1690000.0,-4103000.0,-2850000.0,5015000.0,5015000.0,-7881000.0,-813000.0,-2850000.0,2925000.0,2807000.0,-911000.0,-2866000.0,-2866000.0,-2230000.0,1340000.0,-3719000.0,15985000.0,3000.0,1145000.0,1209000.0,-1220000.0,-942000.0,-3964000.0,-7881000.0,0.0,407000.0,31000.0,245000.0,-2587000.0
ORS.MI,2023-03-31,3M,EUR,68830000.0,-74064000.0,,8066000.0,-6458000.0,-3651000.0,-1431000.0,2870000.0,-8670000.0,8066000.0,0.0,1490000.0,0.0,2379000.0,7674000.0,7674000.0,76895000.0,75724000.0,-59478000.0,-890000.0,-82244000.0,1490000.0,57780000.0,57780000.0,-5722000.0,-8207000.0,1490000.0,12454000.0,12960000.0,-69915000.0,52058000.0,52058000.0,22176000.0,-92000.0,-4030000.0,14586000.0,-1000.0,1998000.0,330000.0,-225000.0,-69919000.0,-4145000.0,-5722000.0,0.0,877000.0,4000.0,115000.0,-1194000.0
ORS.MI,2023-06-30,3M,EUR,76895000.0,,,13941000.0,3511000.0,-1732000.0,20091000.0,-16892000.0,4978000.0,13941000.0,-6022000.0,-478000.0,0.0,2233000.0,490000.0,490000.0,90837000.0,-38245000.0,93679000.0,-2155000.0,26474000.0,-478000.0,-1536000.0,-1536000.0,-1366000.0,-42201000.0,-478000.0,19393000.0,19426000.0,69092000.0,-2902000.0,-2902000.0,-28843000.0,530000.0,-947000.0,25712000.0,,1545000.0,644000.0,-851000.0,69093000.0,-1126000.0,-1366000.0,0.0,-357000.0,-1000.0,179000.0,-1090000.0
ORS.MI,2023-09-30,3M,EUR,90837000.0,-4570000.0,0.0,10561000.0,586000.0,3514000.0,-6602000.0,-6376000.0,-8878000.0,10561000.0,0.0,-1012000.0,-1060000.0,2497000.0,4423000.0,4423000.0,101397000.0,1717000.0,9442000.0,-1053000.0,-5168000.0,-1012000.0,2994000.0,2994000.0,-2237000.0,-792000.0,-2072000.0,15199000.0,15455000.0,-263000.0,757000.0,757000.0,3032000.0,8000.0,-4121000.0,14012000.0,,1850000.0,745000.0,1076000.0,-264000.0,-4306000.0,-2237000.0,-1060000.0,-520000.0,1000.0,185000.0,-1386000.0
ORS.MI,2023-09-30,TTM,EUR,65280000.0,-15573000.0,-6411000.0,36117000.0,-1788000.0,-2707000.0,-3119000.0,1761000.0,-5853000.0,36115000.0,-6411000.0,-2850000.0,-1060000.0,8312000.0,19769000.0,19769000.0,101395000.0,30861000.0,54722000.0,-5788000.0,-65041000.0,-2850000.0,64253000.0,64253000.0,-17206000.0,-52013000.0,-3910000.0,49971000.0,50648000.0,-1997000.0,47047000.0,47047000.0,-5865000.0,1786000.0,-12817000.0,70295000.0,2000.0,6538000.0,2928000.0,-1220000.0,-2032000.0,-13541000.0,-17206000.0,-1060000.0,407000.0,35000.0,724000.0,-6257000.0
ORS.MI,2024-03-31,3M,EUR,90062000.0,-3628000.0,,-2023000.0,890000.0,-7660000.0,-10309000.0,-2524000.0,-19603000.0,-2023000.0,0.0,,0.0,1487000.0,4073000.0,4073000.0,88040000.0,10126000.0,-11912000.0,-245000.0,-3865000.0,,8439000.0,8439000.0,-1251000.0,-559000.0,0.0,4611000.0,4967000.0,-458000.0,7188000.0,7188000.0,2938000.0,279000.0,-3127000.0,-8284000.0,1000.0,2034000.0,338000.0,0.0,-458000.0,-3170000.0,-1251000.0,0.0,0.0,0.0,43000.0,-1333000.0
ORS.MI,2024-03-31,TTM,EUR,76895000.0,57216000.0,,11144000.0,4975000.0,931000.0,-6386000.0,-4358000.0,-4838000.0,11144000.0,-6303000.0,,-4267000.0,7103000.0,13244000.0,13244000.0,88039000.0,-56432000.0,109515000.0,-7403000.0,15277000.0,,9897000.0,9897000.0,-20965000.0,-44042000.0,-5757000.0,39433000.0,40136000.0,67770000.0,-11068000.0,-11068000.0,-33304000.0,1570000.0,-10021000.0,52299000.0,1000.0,8351000.0,2849000.0,225000.0,67774000.0,-10558000.0,-20965000.0,-4267000.0,-877000.0,-4000.0,537000.0,-7143000.0
