symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ELN.MI,2019-12-31,12M,EUR,,,,,,,,,,,,,,27007.0,,,,,,,,,,,,,,,,,,,,,,,,,,1641631.0,1641631.0,,,,,,,,,,,,
ELN.MI,2020-12-31,12M,EUR,698695.0,77904408.0,0.26,272180247.0,7899158.0,7200463.0,81020584.0,0.25,20255146.0,28126935.0,36026093.0,7324070.0,135903045.0,,202539.0,202539.0,583173.0,583173.0,-2287209.0,20255146.0,20255146.0,22542355.0,20255146.0,20255146.0,22542355.0,-171519.0,-171519.0,35624806.0,19931201.517516,111202348.0,24700697.0,408083292.0,5377427.0,20893427.0,-356907.0,0.0,27924396.0,272180247.0,7899157.0,1384845.0,1384845.0,6062030.0,13386100.0,356907.0,77342.517516,5382041.0,0.192736,383382595.0,30111334.0,552153.0,408083292.0,401287.0,401287.0
ELN.MI,2021-12-31,12M,EUR,979916.0,79712960.0,0.57,365315902.0,8709926.0,7730010.0,79712960.0,0.57,45436387.0,66683668.0,75393594.0,9533521.0,206086252.0,,259647.0,259647.0,651214.0,651214.0,-3687998.0,45436387.0,45436387.0,49124385.0,45436387.0,45436387.0,49124385.0,-439335.0,-439335.0,75003780.0,45147924.64,146793229.0,59293023.0,571402154.0,5651428.0,34015244.0,-335345.0,0.0,66424021.0,365315902.0,8709925.0,1916763.0,1916763.0,6732932.0,16266453.0,335345.0,101351.64,17299636.0,0.26,512109131.0,64857700.0,830902.0,571402154.0,389814.0,389814.0
ELN.MI,2022-09-30,TTM,EUR,,,,423318902.0,7263926.0,6284010.0,,,57794387.0,80030668.0,87294594.0,,227131252.0,,,,,,,57794387.0,57794387.0,61482385.0,57794387.0,57794387.0,61482385.0,-1602335.0,-1602335.0,86904780.0,57560498.6,154491229.0,72640023.0,650450154.0,,,,0.0,78782021.0,423318902.0,7263926.0,,,,,,155925.6,,0.4,577810131.0,78204700.0,,650450154.0,389814.0,389814.0
ELN.MI,2022-12-31,12M,EUR,1034571.0,79871007.0,0.69,430111654.0,10087710.0,9053139.0,79871007.0,0.69,55110995.0,79398517.0,89486227.0,6832529.0,243469168.0,107858.0,410038.0,410038.0,601125.0,601125.0,-3924588.0,55110995.0,55110995.0,59035583.0,55110995.0,55110995.0,59035583.0,-782490.0,-782490.0,89639097.0,55225188.89,168164882.0,75304286.0,673580822.0,6017318.0,37572950.0,-208149.0,0.0,78988479.0,430111654.0,10087710.0,2095079.0,2095079.0,10118026.0,16950555.0,100291.0,-38676.11,19952896.0,0.253,598276536.0,81001201.0,973577.0,673580822.0,-152870.0,-152870.0
ELN.MI,2023-09-30,TTM,EUR,,79899322.0,0.600962,,,,79899322.0,0.600962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELN.MI,2023-12-31,12M,EUR,1469237.0,79890369.0,0.6,438217826.0,11834528.0,10365291.0,81761658.0,0.59,48239378.0,72101850.0,83936378.0,7491762.0,254071917.0,10684.0,967651.0,967651.0,1154577.0,1154577.0,-1827144.0,48239378.0,48239378.0,50066522.0,48239378.0,48239378.0,50066522.0,-1705496.0,-1705496.0,83323265.0,47807746.448,188245976.0,65825941.0,692289743.0,7003125.0,39728479.0,-355219.0,0.0,71134199.0,438217826.0,11834528.0,,,12925390.0,20417152.0,344535.0,181481.448,21067677.0,0.296,626463802.0,72735682.0,1892422.0,692289743.0,613113.0,613113.0
ELN.MI,2023-12-31,TTM,EUR,,79890369.0,0.6,,,,81761658.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELN.MI,2024-03-31,TTM,EUR,,79970202.0,0.572038,427283826.0,12833528.0,11364291.0,79970202.0,0.562038,46027378.0,69387850.0,82221378.0,,255350917.0,,,,,,,46027378.0,46027378.0,47854522.0,46027378.0,46027378.0,47854522.0,-1059496.0,-1059496.0,81608265.0,45659510.2,192238976.0,63111941.0,682634743.0,,41576479.0,,0.0,68922199.0,427283826.0,12833528.0,,,,,,245245.2,,0.4,619522802.0,,,682634743.0,613113.0,613113.0
